id	case	support	answer	question	distractor1	distractor2	distractor3		Does the question make sense wrt the given context?	Does the answer belong to the question?	Are the distractors plausible?
92	no_answer	Cytoskeleton. The cytoskeleton gives the cell an internal structure, like the frame of a house. In this photograph, filaments and tubules of the cytoskeleton are green and red, respectively. The blue dots are cell nuclei.	cytoskeleton	What gives the cell an internal structure, like the frame of a house?	cell wall	cell membrane	cell nucleus		3	3	3
93	ground_truth	Sensory neurons carry nerve impulses from sense organs and internal organs to the central nervous system.	sensory	What neurons carry nerve impulses from sense organs and internal organs to the central nervous system?	vascular	autonomic	axons				
93	answer_given	Sensory neurons carry nerve impulses from sense organs and internal organs to the central nervous system.	sensory	What type of neurons carry nerve impulses from sense organs and internal organs to the central nervous system?	receptors	motor	sensory		3	3	3
93	no_answer	Sensory neurons carry nerve impulses from sense organs and internal organs to the central nervous system.	sensory neurons	What carries nerve impulses from sense organs and internal organs to the central nervous system?	axons	nerve endings	sensory endings		3	3	3
94	ground_truth	The speed of sound depends on the medium. Medium (20°C) Speed of Sound Waves (m/s).	medium	The speed of sound depends on what?	light	volume	temperature				
94	answer_given	The speed of sound depends on the medium. Medium (20°C) Speed of Sound Waves (m/s).	medium	The speed of sound depends on what?	frequency	temperature	density		3	3	3
94	no_answer	The speed of sound depends on the medium. Medium (20°C) Speed of Sound Waves (m/s).	medium	The speed of sound depends on what?	frequency	temperature	density		3	3	3
95	ground_truth	What is the function of a phosphatase? a. A phosphatase removes phosphorylated amino acids from proteins. A phosphatase removes the phosphate group from phosphorylated amino acid residues in a protein. A phosphatase phosphorylates serine, threonine, and tyrosine residues. A phosphatase degrades second messengers in the cell. How does NF-κB induce gene expression? a. A small, hydrophobic ligand binds to NF-κB, activating it. Phosphorylation of the inhibitor Iκ-B dissociates the complex between it and NF-κB, and allows NF-κB to enter the nucleus and stimulate transcription. NF-κB is phosphorylated and is then free to enter the nucleus and bind DNA. NF-κB is a kinase that phosphorylates a transcription factor that binds DNA and promotes protein production. Apoptosis can occur in a cell when the cell is ________________. damaged b. no longer needed c. infected by a virus d. all of the above 14. What is the effect of an inhibitor binding an enzyme? a.	phosphatase	What functions in removing phosphorylated amino acids from proteins?	sucrose	carbonate	peptide				
95	answer_given	What is the function of a phosphatase? a. A phosphatase removes phosphorylated amino acids from proteins. A phosphatase removes the phosphate group from phosphorylated amino acid residues in a protein. A phosphatase phosphorylates serine, threonine, and tyrosine residues. A phosphatase degrades second messengers in the cell. How does NF-κB induce gene expression? a. A small, hydrophobic ligand binds to NF-κB, activating it. Phosphorylation of the inhibitor Iκ-B dissociates the complex between it and NF-κB, and allows NF-κB to enter the nucleus and stimulate transcription. NF-κB is phosphorylated and is then free to enter the nucleus and bind DNA. NF-κB is a kinase that phosphorylates a transcription factor that binds DNA and promotes protein production. Apoptosis can occur in a cell when the cell is ________________. damaged b. no longer needed c. infected by a virus d. all of the above 14. What is the effect of an inhibitor binding an enzyme? a.	phosphatase	What enzyme removes phosphorylated amino acids from proteins?	hydrolase	decarboxylase	oxidase		3	3	3
95	no_answer	What is the function of a phosphatase? a. A phosphatase removes phosphorylated amino acids from proteins. A phosphatase removes the phosphate group from phosphorylated amino acid residues in a protein. A phosphatase phosphorylates serine, threonine, and tyrosine residues. A phosphatase degrades second messengers in the cell. How does NF-κB induce gene expression? a. A small, hydrophobic ligand binds to NF-κB, activating it. Phosphorylation of the inhibitor Iκ-B dissociates the complex between it and NF-κB, and allows NF-κB to enter the nucleus and stimulate transcription. NF-κB is phosphorylated and is then free to enter the nucleus and bind DNA. NF-κB is a kinase that phosphorylates a transcription factor that binds DNA and promotes protein production. Apoptosis can occur in a cell when the cell is ________________. damaged b. no longer needed c. infected by a virus d. all of the above 14. What is the effect of an inhibitor binding an enzyme? a.	kinase	What type of enzyme is nf-kb?	substrate	enzyme	substrate		2	3	2
96	ground_truth	Fiber Optics: Endoscopes to Telephones Fiber optics is one application of total internal reflection that is in wide use. In communications, it is used to transmit telephone, internet, and cable TV signals. Fiber optics employs the transmission of light down fibers of plastic or glass. Because the fibers are thin, light entering one is likely to strike the inside surface at an angle greater than the critical angle and, thus, be totally reflected (See Figure 25.14. ) The index of refraction outside the fiber must be smaller than inside, a condition that is easily satisfied by coating the outside of the fiber with a material having an appropriate refractive index. In fact, most fibers have a varying refractive index to allow more light to be guided along the fiber through total internal refraction. Rays are reflected around corners as shown, making the fibers into tiny light pipes.	refractive index	Because optics fibers are thin, entering light may strike the inside surface at greater than the critical angle, requiring attention to what?	reflective point	electromagnetic index	wavelength				
96	answer_given	Fiber Optics: Endoscopes to Telephones Fiber optics is one application of total internal reflection that is in wide use. In communications, it is used to transmit telephone, internet, and cable TV signals. Fiber optics employs the transmission of light down fibers of plastic or glass. Because the fibers are thin, light entering one is likely to strike the inside surface at an angle greater than the critical angle and, thus, be totally reflected (See Figure 25.14. ) The index of refraction outside the fiber must be smaller than inside, a condition that is easily satisfied by coating the outside of the fiber with a material having an appropriate refractive index. In fact, most fibers have a varying refractive index to allow more light to be guided along the fiber through total internal refraction. Rays are reflected around corners as shown, making the fibers into tiny light pipes.	refractive index	In fiber optics, the index of refraction outside the fiber must be smaller than inside, a condition that is easily satisfied by coating the outside of the fiber with a material having an appropriate what?	reflective index	reflective index	refractive index		3	3	1
96	no_answer	Fiber Optics: Endoscopes to Telephones Fiber optics is one application of total internal reflection that is in wide use. In communications, it is used to transmit telephone, internet, and cable TV signals. Fiber optics employs the transmission of light down fibers of plastic or glass. Because the fibers are thin, light entering one is likely to strike the inside surface at an angle greater than the critical angle and, thus, be totally reflected (See Figure 25.14. ) The index of refraction outside the fiber must be smaller than inside, a condition that is easily satisfied by coating the outside of the fiber with a material having an appropriate refractive index. In fact, most fibers have a varying refractive index to allow more light to be guided along the fiber through total internal refraction. Rays are reflected around corners as shown, making the fibers into tiny light pipes.	fiber optics	What is the name of the application of total internal reflection that is in wide use in communications?	optical fibers	optical radiation	optical radiation		2	2	1
98	ground_truth	The Orbit The orbit is the bony socket that houses the eyeball and contains the muscles that move the eyeball or open the upper eyelid. Each orbit is cone-shaped, with a narrow posterior region that widens toward the large anterior opening. To help protect the eye, the bony margins of the anterior opening are thickened and somewhat constricted. The medial walls of the two orbits are parallel to each other but each lateral wall diverges away from the midline at a 45° angle. This divergence provides greater lateral peripheral vision. The walls of each orbit include contributions from seven skull bones (Figure 7.16). The frontal bone forms the roof and the zygomatic bone forms the lateral wall and lateral floor. The medial floor is primarily formed by the maxilla, with a small contribution from the palatine bone. The ethmoid bone and lacrimal bone make up much of the medial wall and the sphenoid bone forms the posterior orbit. At the posterior apex of the orbit is the opening of the optic canal, which allows for passage of the optic nerve from the retina to the brain. Lateral to this is the elongated and irregularly shaped superior orbital fissure, which provides passage for the artery that supplies the eyeball, sensory nerves, and the nerves that supply the muscles involved in eye movements.	orbit	The bony socket that houses the eyeball and associated muscles is called?	cavity	glenoid fossa	acetabulum				
98	answer_given	The Orbit The orbit is the bony socket that houses the eyeball and contains the muscles that move the eyeball or open the upper eyelid. Each orbit is cone-shaped, with a narrow posterior region that widens toward the large anterior opening. To help protect the eye, the bony margins of the anterior opening are thickened and somewhat constricted. The medial walls of the two orbits are parallel to each other but each lateral wall diverges away from the midline at a 45° angle. This divergence provides greater lateral peripheral vision. The walls of each orbit include contributions from seven skull bones (Figure 7.16). The frontal bone forms the roof and the zygomatic bone forms the lateral wall and lateral floor. The medial floor is primarily formed by the maxilla, with a small contribution from the palatine bone. The ethmoid bone and lacrimal bone make up much of the medial wall and the sphenoid bone forms the posterior orbit. At the posterior apex of the orbit is the opening of the optic canal, which allows for passage of the optic nerve from the retina to the brain. Lateral to this is the elongated and irregularly shaped superior orbital fissure, which provides passage for the artery that supplies the eyeball, sensory nerves, and the nerves that supply the muscles involved in eye movements.	orbit	What is the bony socket that houses the eyeball and contains the muscles that move the eyeball or open the upper eyelid?	cornea	pupil	iris		3	3	3
98	no_answer	The Orbit The orbit is the bony socket that houses the eyeball and contains the muscles that move the eyeball or open the upper eyelid. Each orbit is cone-shaped, with a narrow posterior region that widens toward the large anterior opening. To help protect the eye, the bony margins of the anterior opening are thickened and somewhat constricted. The medial walls of the two orbits are parallel to each other but each lateral wall diverges away from the midline at a 45° angle. This divergence provides greater lateral peripheral vision. The walls of each orbit include contributions from seven skull bones (Figure 7.16). The frontal bone forms the roof and the zygomatic bone forms the lateral wall and lateral floor. The medial floor is primarily formed by the maxilla, with a small contribution from the palatine bone. The ethmoid bone and lacrimal bone make up much of the medial wall and the sphenoid bone forms the posterior orbit. At the posterior apex of the orbit is the opening of the optic canal, which allows for passage of the optic nerve from the retina to the brain. Lateral to this is the elongated and irregularly shaped superior orbital fissure, which provides passage for the artery that supplies the eyeball, sensory nerves, and the nerves that supply the muscles involved in eye movements.	orbit	What is the bony socket that houses the eyeball and contains the muscles that move the eyeball or open the upper eyelid?	cornea	pupil	iris		3	3	3
99	ground_truth	Hydrogen is the most abundant element in the universe. The sun and other stars are composed largely of hydrogen. Astronomers estimate that 90% of the atoms in the universe are hydrogen atoms. Hydrogen is a component of more compounds than any other element. Water is the most abundant compound of hydrogen found on earth. Hydrogen is an important part of petroleum, many minerals, cellulose and starch, sugar, fats, oils, alcohols, acids, and thousands of other substances. At ordinary temperatures, hydrogen is a colorless, odorless, tasteless, and nonpoisonous gas consisting of the diatomic molecule H2. Hydrogen is composed of three isotopes, and unlike other elements, these isotopes have different names and chemical symbols: protium, 1H, deuterium, 2H (or “D”), and tritium 3H (or “T”). In a naturally occurring sample of hydrogen, there is one atom of deuterium for every 7000 H atoms and one atom of radioactive tritium for every 1018 H atoms. The chemical properties of the different isotopes are very similar because they have identical electron structures, but they differ in some physical properties because of their differing atomic masses. Elemental deuterium and tritium have lower vapor pressure than ordinary hydrogen. Consequently, when liquid hydrogen evaporates, the heavier isotopes are concentrated in the last portions to evaporate. Electrolysis of heavy water, D2O, yields deuterium. Most tritium originates from nuclear reactions.	hydrogen	What element is the most abundant in the universe?	oxygen	carbon	helium				
99	answer_given	Hydrogen is the most abundant element in the universe. The sun and other stars are composed largely of hydrogen. Astronomers estimate that 90% of the atoms in the universe are hydrogen atoms. Hydrogen is a component of more compounds than any other element. Water is the most abundant compound of hydrogen found on earth. Hydrogen is an important part of petroleum, many minerals, cellulose and starch, sugar, fats, oils, alcohols, acids, and thousands of other substances. At ordinary temperatures, hydrogen is a colorless, odorless, tasteless, and nonpoisonous gas consisting of the diatomic molecule H2. Hydrogen is composed of three isotopes, and unlike other elements, these isotopes have different names and chemical symbols: protium, 1H, deuterium, 2H (or “D”), and tritium 3H (or “T”). In a naturally occurring sample of hydrogen, there is one atom of deuterium for every 7000 H atoms and one atom of radioactive tritium for every 1018 H atoms. The chemical properties of the different isotopes are very similar because they have identical electron structures, but they differ in some physical properties because of their differing atomic masses. Elemental deuterium and tritium have lower vapor pressure than ordinary hydrogen. Consequently, when liquid hydrogen evaporates, the heavier isotopes are concentrated in the last portions to evaporate. Electrolysis of heavy water, D2O, yields deuterium. Most tritium originates from nuclear reactions.	hydrogen	What is the most abundant element in the universe?	helium	carbon	oxygen		3	3	3
99	no_answer	Hydrogen is the most abundant element in the universe. The sun and other stars are composed largely of hydrogen. Astronomers estimate that 90% of the atoms in the universe are hydrogen atoms. Hydrogen is a component of more compounds than any other element. Water is the most abundant compound of hydrogen found on earth. Hydrogen is an important part of petroleum, many minerals, cellulose and starch, sugar, fats, oils, alcohols, acids, and thousands of other substances. At ordinary temperatures, hydrogen is a colorless, odorless, tasteless, and nonpoisonous gas consisting of the diatomic molecule H2. Hydrogen is composed of three isotopes, and unlike other elements, these isotopes have different names and chemical symbols: protium, 1H, deuterium, 2H (or “D”), and tritium 3H (or “T”). In a naturally occurring sample of hydrogen, there is one atom of deuterium for every 7000 H atoms and one atom of radioactive tritium for every 1018 H atoms. The chemical properties of the different isotopes are very similar because they have identical electron structures, but they differ in some physical properties because of their differing atomic masses. Elemental deuterium and tritium have lower vapor pressure than ordinary hydrogen. Consequently, when liquid hydrogen evaporates, the heavier isotopes are concentrated in the last portions to evaporate. Electrolysis of heavy water, D2O, yields deuterium. Most tritium originates from nuclear reactions.	hydrogen	What is the most abundant element in the universe?	helium	carbon	oxygen		3	3	3
101	ground_truth	Repair and Replacement Damaged cardiac muscle cells have extremely limited abilities to repair themselves or to replace dead cells via mitosis. Recent evidence indicates that at least some stem cells remain within the heart that continue to divide and at least potentially replace these dead cells. However, newly formed or repaired cells are rarely as functional as the original cells, and cardiac function is reduced. In the event of a heart attack or MI, dead cells are often replaced by patches of scar tissue. Autopsies performed on individuals who had successfully received heart transplants show some proliferation of original cells. If researchers can unlock the mechanism that generates new cells and restore full mitotic capabilities to heart muscle, the prognosis for heart attack survivors will be greatly enhanced. To date, myocardial cells produced within the patient (in situ) by cardiac stem cells seem to be nonfunctional, although those grown in Petri dishes (in vitro) do beat. Perhaps soon this mystery will be solved, and new advances in treatment will be commonplace.	stem cells	Recent evidence indicates some of what type of cells remain within the heart, continuing to divide and potentially replace dead cells?	osteoclast cells	human cells	dendritic cells				
101	answer_given	Repair and Replacement Damaged cardiac muscle cells have extremely limited abilities to repair themselves or to replace dead cells via mitosis. Recent evidence indicates that at least some stem cells remain within the heart that continue to divide and at least potentially replace these dead cells. However, newly formed or repaired cells are rarely as functional as the original cells, and cardiac function is reduced. In the event of a heart attack or MI, dead cells are often replaced by patches of scar tissue. Autopsies performed on individuals who had successfully received heart transplants show some proliferation of original cells. If researchers can unlock the mechanism that generates new cells and restore full mitotic capabilities to heart muscle, the prognosis for heart attack survivors will be greatly enhanced. To date, myocardial cells produced within the patient (in situ) by cardiac stem cells seem to be nonfunctional, although those grown in Petri dishes (in vitro) do beat. Perhaps soon this mystery will be solved, and new advances in treatment will be commonplace.	stem cells	What type of cells remain within the heart that continue to divide and at least potentially replace dead cells?	white cells	red cells	white cells		3	3	2
101	no_answer	Repair and Replacement Damaged cardiac muscle cells have extremely limited abilities to repair themselves or to replace dead cells via mitosis. Recent evidence indicates that at least some stem cells remain within the heart that continue to divide and at least potentially replace these dead cells. However, newly formed or repaired cells are rarely as functional as the original cells, and cardiac function is reduced. In the event of a heart attack or MI, dead cells are often replaced by patches of scar tissue. Autopsies performed on individuals who had successfully received heart transplants show some proliferation of original cells. If researchers can unlock the mechanism that generates new cells and restore full mitotic capabilities to heart muscle, the prognosis for heart attack survivors will be greatly enhanced. To date, myocardial cells produced within the patient (in situ) by cardiac stem cells seem to be nonfunctional, although those grown in Petri dishes (in vitro) do beat. Perhaps soon this mystery will be solved, and new advances in treatment will be commonplace.	scar tissue	What is often formed in the event of a heart attack or m.i.c?	blood tissue	blood clots	blood vessels		2	3	3
102	ground_truth	Nematodes can be parasites of plants and animals.	both	Can nematodes be a parasite of plants, animals, or both?	neither	animals	plants				
102	answer_given	Nematodes can be parasites of plants and animals.	both	Nematodes can be parasites of plants and animals, or neither.	neither	plants	animals		1	1	2
102	no_answer	Nematodes can be parasites of plants and animals.	parasites	Nematodes can be what of plants and animals?	predators	consumers	carnivores		3	3	3
103	ground_truth	The central nervous system includes the brain and spinal cord. The brain serves as the control center of the nervous system and the body as a whole. It consists of three major parts: the cerebrum, cerebellum, and brain stem. The spinal cord carries nerve impulses back and forth between the body and brain.	central nervous system	Which system are the brain and spinal cord apart of?	large nervous system	cerebral cortex	limbic system				
103	answer_given	The central nervous system includes the brain and spinal cord. The brain serves as the control center of the nervous system and the body as a whole. It consists of three major parts: the cerebrum, cerebellum, and brain stem. The spinal cord carries nerve impulses back and forth between the body and brain.	central nervous system	What system consists of the brain and spinal cord?	nervous system	peripheral nervous system	circulatory system		3	3	3
103	no_answer	The central nervous system includes the brain and spinal cord. The brain serves as the control center of the nervous system and the body as a whole. It consists of three major parts: the cerebrum, cerebellum, and brain stem. The spinal cord carries nerve impulses back and forth between the body and brain.	brain	What serves as the control center of the nervous system and the body as a whole?	heart	lungs	kidney		3	3	3
104	ground_truth	Corals and other animals create limestone rock reefs near the shore. Coral reefs are the “rainforests of the oceans. ” They have a tremendous amount of species diversity ( Figure below ).	coral reefs	What living creatures comprise the "rainforests of the oceans"?	kelp	krill	algae				
104	answer_given	Corals and other animals create limestone rock reefs near the shore. Coral reefs are the “rainforests of the oceans. ” They have a tremendous amount of species diversity ( Figure below ).	coral reefs	What is the "rainforests of the oceans" called?	coral forests	coral islands	coral beds		3	3	3
104	no_answer	Corals and other animals create limestone rock reefs near the shore. Coral reefs are the “rainforests of the oceans. ” They have a tremendous amount of species diversity ( Figure below ).	corals	What type of animals create limestone rock reefs near the shore?	fish	insects	reptiles		3	3	3
105	ground_truth	Each wave function is associated with a particular energy. As in Bohr’s model, the energy of an electron in an atom is quantized; it can have only certain allowed values. The major difference between Bohr’s model and Schrödinger’s approach is that Bohr had to impose the idea of quantization arbitrarily, whereas in Schrödinger’s approach, quantization is a natural consequence of describing an electron as a standing wave. Quantum Numbers Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any wave function. The quantum numbers provide information about the spatial distribution of an electron. Although n can be any positive integer, only certain values of l and ml are allowed for a given value of n. The Principal Quantum Number The principal quantum number (n) tells the average relative distance of an electron from the nucleus:.	wave function	Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any of what type of function, associated with a particular energy?	shift function	green function	rush function				
105	answer_given	Each wave function is associated with a particular energy. As in Bohr’s model, the energy of an electron in an atom is quantized; it can have only certain allowed values. The major difference between Bohr’s model and Schrödinger’s approach is that Bohr had to impose the idea of quantization arbitrarily, whereas in Schrödinger’s approach, quantization is a natural consequence of describing an electron as a standing wave. Quantum Numbers Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any wave function. The quantum numbers provide information about the spatial distribution of an electron. Although n can be any positive integer, only certain values of l and ml are allowed for a given value of n. The Principal Quantum Number The principal quantum number (n) tells the average relative distance of an electron from the nucleus:.	wave function	Each electron in an atom is associated with a particular energy, which is called what?	wave energy	wave frequency	wave velocity		2	2	3
105	no_answer	Each wave function is associated with a particular energy. As in Bohr’s model, the energy of an electron in an atom is quantized; it can have only certain allowed values. The major difference between Bohr’s model and Schrödinger’s approach is that Bohr had to impose the idea of quantization arbitrarily, whereas in Schrödinger’s approach, quantization is a natural consequence of describing an electron as a standing wave. Quantum Numbers Schrödinger’s approach uses three quantum numbers (n, l, and ml) to specify any wave function. The quantum numbers provide information about the spatial distribution of an electron. Although n can be any positive integer, only certain values of l and ml are allowed for a given value of n. The Principal Quantum Number The principal quantum number (n) tells the average relative distance of an electron from the nucleus:.	quantum numbers	Schrödinger’s approach uses three what to specify any wave function?	quantum particles	quantum waves	quantum theory		3	3	3
106	ground_truth	The earliest continental crust is now found in the ancient cores of continents, called the cratons . Geologists can learn many things about the Precambrian by studying the rocks of the cratons.	cratons	What do you call the ancient cores of continents, where the earliest continental crust is now found?	craters	escarpments	mantles				
106	answer_given	The earliest continental crust is now found in the ancient cores of continents, called the cratons . Geologists can learn many things about the Precambrian by studying the rocks of the cratons.	cratons	What are the earliest continental crust found in?	craters	craters	craters		3	3	1
106	no_answer	The earliest continental crust is now found in the ancient cores of continents, called the cratons . Geologists can learn many things about the Precambrian by studying the rocks of the cratons.	cratons	What are the earliest continental crust found in?	craters	craters	craters		3	3	1
107	ground_truth	The total kinetic energy of moving particles of matter is called thermal energy.	thermal energy	What is the term for the total kinetic energy of moving particles of matter?	heavy energy	mechanical energy	Newton's energy				
107	answer_given	The total kinetic energy of moving particles of matter is called thermal energy.	thermal energy	What is the total kinetic energy of moving particles of matter called?	kinetic energy	potential energy	mechanical energy		3	3	3
107	no_answer	The total kinetic energy of moving particles of matter is called thermal energy.	thermal energy	What is the total kinetic energy of moving particles of matter called?	kinetic energy	potential energy	mechanical energy		3	3	3
109	ground_truth	As just described, the eyes collect and focus visible light. The lens and other structures of the eye work together to focus a real image on the retina. The image is upside-down and reduced in size, as you can see in Figure below . The image reaches the brain as electrical signals that travel through the optic nerve. The brain interprets the signals as shape, color, and brightness. It also interprets the image as though it were right-side up. The brain does this automatically, so what we see is always right-side up. The brain also “tells” us what we are seeing.	retina	The lens and other parts of the eye work together to focus a real image on what eye structure?	iris	pupil	cornea				
109	answer_given	As just described, the eyes collect and focus visible light. The lens and other structures of the eye work together to focus a real image on the retina. The image is upside-down and reduced in size, as you can see in Figure below . The image reaches the brain as electrical signals that travel through the optic nerve. The brain interprets the signals as shape, color, and brightness. It also interprets the image as though it were right-side up. The brain does this automatically, so what we see is always right-side up. The brain also “tells” us what we are seeing.	retina	The image reaches the brain as electrical signals that travel through the optic nerve. the brain interprets the signals as shape, color, brightness. it also interprets the image as though it were right-side up. the brain does this automatically, so what we see is always right-side up. the brain also “tells” us what we are seeing. what part of the brain does this?	cerebellum	hippocampus	thalamus		1	2	3
109	no_answer	As just described, the eyes collect and focus visible light. The lens and other structures of the eye work together to focus a real image on the retina. The image is upside-down and reduced in size, as you can see in Figure below . The image reaches the brain as electrical signals that travel through the optic nerve. The brain interprets the signals as shape, color, and brightness. It also interprets the image as though it were right-side up. The brain does this automatically, so what we see is always right-side up. The brain also “tells” us what we are seeing.	optic nerve	The image reaches the brain as electrical signals that travel through what?	spinal cord	auditory nerve	retina		3	3	3
110	ground_truth	The chemistry of a magma determines the type of igneous rock it forms. The chemistry also determines how the magma moves. The higher the amount of silica in the magma, the higher the viscosity. Viscosity is a liquid's resistance to flow. Viscous magmas tend to stay below the surface or erupt explosively. These are felsic magmas, which are high in silica. When magma is fluid and runny, it is not viscous. This magma often reaches the surface by flowing out in rivers of lava. These are low-silica mafic magmas.	felsic magmas	What is the term for viscous magmas that are high in silica and tend to stay below the surface or erupt explosively?	sedimentary magmas	compacted magmas	combustible magmas				
110	answer_given	The chemistry of a magma determines the type of igneous rock it forms. The chemistry also determines how the magma moves. The higher the amount of silica in the magma, the higher the viscosity. Viscosity is a liquid's resistance to flow. Viscous magmas tend to stay below the surface or erupt explosively. These are felsic magmas, which are high in silica. When magma is fluid and runny, it is not viscous. This magma often reaches the surface by flowing out in rivers of lava. These are low-silica mafic magmas.	felsic magmas	What are high silica magmas called?	igneous magmas	basaltic magmas	granitic magmas		3	3	3
110	no_answer	The chemistry of a magma determines the type of igneous rock it forms. The chemistry also determines how the magma moves. The higher the amount of silica in the magma, the higher the viscosity. Viscosity is a liquid's resistance to flow. Viscous magmas tend to stay below the surface or erupt explosively. These are felsic magmas, which are high in silica. When magma is fluid and runny, it is not viscous. This magma often reaches the surface by flowing out in rivers of lava. These are low-silica mafic magmas.	viscosity	What is the term for a liquid's resistance to flow?	density	viscosity	gravity		3	3	2
111	ground_truth	Technology is sometimes referred to as applied science, but it has a different goal than science. The goal of science is to increase knowledge. The goal of technology is to use knowledge for practical purposes.	technology	While the goal of science is to increase knowledge, the goal of what is to use knowledge for practical purposes?	advancement	invention	industry				
111	answer_given	Technology is sometimes referred to as applied science, but it has a different goal than science. The goal of science is to increase knowledge. The goal of technology is to use knowledge for practical purposes.	technology	What is sometimes referred to as applied science, but has a different goal than science?	engineering	biology	chemistry		3	3	2
111	no_answer	Technology is sometimes referred to as applied science, but it has a different goal than science. The goal of science is to increase knowledge. The goal of technology is to use knowledge for practical purposes.	applied science	What is technology sometimes referred to as?	applied physics	applied chemistry	applied biology		3	3	3
112	ground_truth	Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. Because magnesium (E° = −2.37 V) is much more easily oxidized than iron (E° = −0.45 V), the Mg rod acts as the anode in a galvanic cell. The pipeline is therefore forced to act as the cathode at which oxygen is reduced. The soil between the anode and the cathode acts as a salt bridge that completes the electrical circuit and maintains electrical neutrality. As Mg(s) is oxidized to Mg2+ at the anode, anions in the soil, such as nitrate, diffuse toward the anode to neutralize the positive charge. Simultaneously, cations in the soil, such as H+ or NH4+, diffuse toward the cathode, where they replenish the protons that are consumed as oxygen is reduced. A similar strategy uses many miles of somewhat less reactive zinc wire to protect the Alaska oil pipeline.	galvanic cell	Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. because magnesium (e° = −2.37 v) is much more easily oxidized than iron (e° = −0.45 v), the mg rod acts as the anode in a what?	anode cell	stimulation cell	voltaic cell				
112	answer_given	Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. Because magnesium (E° = −2.37 V) is much more easily oxidized than iron (E° = −0.45 V), the Mg rod acts as the anode in a galvanic cell. The pipeline is therefore forced to act as the cathode at which oxygen is reduced. The soil between the anode and the cathode acts as a salt bridge that completes the electrical circuit and maintains electrical neutrality. As Mg(s) is oxidized to Mg2+ at the anode, anions in the soil, such as nitrate, diffuse toward the anode to neutralize the positive charge. Simultaneously, cations in the soil, such as H+ or NH4+, diffuse toward the cathode, where they replenish the protons that are consumed as oxygen is reduced. A similar strategy uses many miles of somewhat less reactive zinc wire to protect the Alaska oil pipeline.	galvanic cell	Because magnesium (e° = -2.37 v) is much more easily oxidized than iron (e° = -0.45 v), the mg rod acts as the anode in a what?	electromagnetic cell	magnetic cell	chemical cell		3	3	3
112	no_answer	Connecting a magnesium rod to an underground steel pipeline protects the pipeline from corrosion. Because magnesium (E° = −2.37 V) is much more easily oxidized than iron (E° = −0.45 V), the Mg rod acts as the anode in a galvanic cell. The pipeline is therefore forced to act as the cathode at which oxygen is reduced. The soil between the anode and the cathode acts as a salt bridge that completes the electrical circuit and maintains electrical neutrality. As Mg(s) is oxidized to Mg2+ at the anode, anions in the soil, such as nitrate, diffuse toward the anode to neutralize the positive charge. Simultaneously, cations in the soil, such as H+ or NH4+, diffuse toward the cathode, where they replenish the protons that are consumed as oxygen is reduced. A similar strategy uses many miles of somewhat less reactive zinc wire to protect the Alaska oil pipeline.	anode	Because magnesium (e° = -2.37 v) is much more easily oxidized than iron (e° = -0.45 v), the mg rod acts as what in a galvanic cell?	cathode	anode	neutron		3	3	2
113	ground_truth	The broadest category in the Linnaean system is the kingdom . Figure above shows the Animal Kingdom because Homo sapiens belongs to that kingdom. Other kingdoms include the Plant Kingdom, Fungus Kingdom, and Protist Kingdom.	kingdom	What is the broadest category in the linnaean system?	phylum	class	domain				
113	answer_given	The broadest category in the Linnaean system is the kingdom . Figure above shows the Animal Kingdom because Homo sapiens belongs to that kingdom. Other kingdoms include the Plant Kingdom, Fungus Kingdom, and Protist Kingdom.	kingdom	The broadest category in the linnaean system is what?	class	order	phylum		3	3	3
113	no_answer	The broadest category in the Linnaean system is the kingdom . Figure above shows the Animal Kingdom because Homo sapiens belongs to that kingdom. Other kingdoms include the Plant Kingdom, Fungus Kingdom, and Protist Kingdom.	kingdom	The broadest category in the linnaean system is what?	class	order	phylum		3	3	3
114	ground_truth	Mollusks have a true coelom and complete digestive system. They also have circulatory and excretory systems. They have a heart that pumps blood, and organs that filter out wastes from the blood.	digestive system	Mollusks have a true coelom and a complete what?	skeletal system	nerve system	tissues system				
114	answer_given	Mollusks have a true coelom and complete digestive system. They also have circulatory and excretory systems. They have a heart that pumps blood, and organs that filter out wastes from the blood.	digestive system	Mollusks have a true coelom and complete what system?	nervous system	reproductive system	circulatory system		3	3	3
114	no_answer	Mollusks have a true coelom and complete digestive system. They also have circulatory and excretory systems. They have a heart that pumps blood, and organs that filter out wastes from the blood.	circulatory and excretory	What two systems does a mollusk have?	nervous and excretory	digestive and excretory	nervous and circulatory		2	3	3
115	ground_truth	Radioactive nuclei and particles are represented by nuclear symbols that indicate their numbers of protons and neutrons. For example, an alpha particle (helium nucleus) is represented by the symbol , where He is the chemical symbol for helium, the subscript 2 is the number of protons, and the superscript 4 is the mass number (2 protons + 2 neutrons).	nuclear	Radioactive nuclei and particles are represented by which symbols?	energy	greek	compound				
