id	case	support	answer	question	distractor1	distractor2	distractor3
780	ground_truth	Water pollution comes from many sources. One of the biggest sources is runoff. Runoff picks up chemicals such as fertilizer from agricultural fields, lawns, and golf courses. It carries the chemicals to bodies of water. The added nutrients from fertilizer often cause excessive growth of algae, creating algal blooms (see Figure below ). The algae use up oxygen in the water so that other aquatic organisms cannot survive. This has occurred over large areas of the ocean, creating dead zones , where low oxygen levels have killed all ocean life. A very large dead zone exists in the Gulf of Mexico. Measures that can help prevent these problems include cutting down on fertilizer use. Preserving wetlands also helps because wetlands filter runoff water.	algae	The added nutrients from fertilizer often cause excessive growth of what organism?	mushrooms	sediments	crustaceans
780	answer_given	Water pollution comes from many sources. One of the biggest sources is runoff. Runoff picks up chemicals such as fertilizer from agricultural fields, lawns, and golf courses. It carries the chemicals to bodies of water. The added nutrients from fertilizer often cause excessive growth of algae, creating algal blooms (see Figure below ). The algae use up oxygen in the water so that other aquatic organisms cannot survive. This has occurred over large areas of the ocean, creating dead zones , where low oxygen levels have killed all ocean life. A very large dead zone exists in the Gulf of Mexico. Measures that can help prevent these problems include cutting down on fertilizer use. Preserving wetlands also helps because wetlands filter runoff water.	algae	What do fertilizers cause to grow in large numbers in water?	bacteria	fungi	bacteria
781	ground_truth	As decibel levels get higher, sound waves have greater intensity and sounds are louder. For every 10-decibel increase in the intensity of sound, loudness is 10 times greater.	decibel levels	An increase in what levels results in sound waves that are louder and of greater intensity?	radiation levels	height levels	heat levels
781	answer_given	As decibel levels get higher, sound waves have greater intensity and sounds are louder. For every 10-decibel increase in the intensity of sound, loudness is 10 times greater.	decibel levels	What increases as loudness increases?	decibel frequencies	decibel frequencies	decibel frequencies
782	ground_truth	Two plates may slide past each other in opposite directions. This is called a transform plate boundary . The plates meet at a transform fault . As you might imagine, plates do not slide past each other easily. These plate boundaries experience massive earthquakes. The world’s best known transform fault is the San Andreas Fault in California ( Figure below ). At this fault, the Pacific and North American plates grind past each other. Transform plate boundaries are common as offsets along mid-ocean ridges. They are very small compared to transform faults on land.	transform plate boundary	What is it called when two plates slide past each other in opposite directions?	plate divergence	transformation	tectonic movement
782	answer_given	Two plates may slide past each other in opposite directions. This is called a transform plate boundary . The plates meet at a transform fault . As you might imagine, plates do not slide past each other easily. These plate boundaries experience massive earthquakes. The world’s best known transform fault is the San Andreas Fault in California ( Figure below ). At this fault, the Pacific and North American plates grind past each other. Transform plate boundaries are common as offsets along mid-ocean ridges. They are very small compared to transform faults on land.	transform plate boundary	What is the term for a plate boundary where two plates slide past each other in opposite directions?	transform plate effect	transform plate effect	transform plate effect
783	ground_truth	Friction occurs because no surface is perfectly smooth.	friction	What force occurs because no surface is perfectly smooth?	vibration	gravity	tension
783	answer_given	Friction occurs because no surface is perfectly smooth.	friction	What occurs because no surface is perfectly smooth?	vibration	tension	resistance
784	ground_truth	Lymph capillaries collect fluid that leaks out from blood capillaries.	lymph capillaries	What structure collect fluid that leaks out from blood capillaries?	pulmonary capillaries	varicose veins	alveoli
784	answer_given	Lymph capillaries collect fluid that leaks out from blood capillaries.	lymph capillaries	What collects fluid that leaks out from blood capillaries?	blood capillaries	blood vessels	blood cells
785	ground_truth	Neptune is shown in Figure below . It is the eighth planet from the Sun. Neptune is so far away you need a telescope to see it from Earth. Neptune is the most distant planet in our solar system. It is nearly 4.5 billion kilometers (2.8 billion miles) from the Sun. One orbit around the Sun takes Neptune 165 Earth years.	neptune	What is the eighth planet from our sun?	earth	mars	uranus
785	answer_given	Neptune is shown in Figure below . It is the eighth planet from the Sun. Neptune is so far away you need a telescope to see it from Earth. Neptune is the most distant planet in our solar system. It is nearly 4.5 billion kilometers (2.8 billion miles) from the Sun. One orbit around the Sun takes Neptune 165 Earth years.	neptune	What is the eighth planet from the sun?	uranus	jupiter	mars
786	ground_truth	Prokaryotic cells are cells without a nucleus. The DNA in prokaryotic cells is in the cytoplasm rather than enclosed within a nuclear membrane. Prokaryotic cells are found in single-celled organisms, such as bacteria, like the one shown in Figure below . Organisms with prokaryotic cells are called prokaryotes . They were the first type of organisms to evolve and are still the most common organisms today.	cytoplasm	Where is dna located in prokaryotic cells?	ribosomes	cytoskeleton	mitochondria
786	answer_given	Prokaryotic cells are cells without a nucleus. The DNA in prokaryotic cells is in the cytoplasm rather than enclosed within a nuclear membrane. Prokaryotic cells are found in single-celled organisms, such as bacteria, like the one shown in Figure below . Organisms with prokaryotic cells are called prokaryotes . They were the first type of organisms to evolve and are still the most common organisms today.	cytoplasm	Where is the dna in prokaryotic cells?	nucleus	cell wall	cell membrane
787	ground_truth	Water’s Solvent Properties Since water is a polar molecule with slightly positive and slightly negative charges, ions and polar molecules can readily dissolve in it. Therefore, water is referred to as a solvent, a substance capable of dissolving other polar molecules and ionic compounds. The charges associated with these molecules will form hydrogen bonds with water, surrounding the particle with water molecules. This is referred to as a sphere of hydration, or a hydration shell, as illustrated in Figure 2.15 and serves to keep the particles separated or dispersed in the water. When ionic compounds are added to water, the individual ions react with the polar regions of the water molecules and their ionic bonds are disrupted in the process of dissociation. Dissociation occurs when atoms or groups of atoms break off from molecules and form ions. Consider table salt (NaCl, or sodium chloride): when NaCl crystals are added to water, the molecules of NaCl dissociate into Na+ and Cl– ions, and spheres of hydration form around the ions, illustrated in Figure 2.15. The positively charged sodium ion is surrounded by the partially negative charge of the water molecule’s oxygen. The negatively charged chloride ion is surrounded by the partially positive charge of the hydrogen on the water molecule.	solvent	Water is considered a what since it is a polar molecule with slightly positive and slightly negative charges, so ions and polar molecules can readily dissolve in it?	solute	pigment	osmotic
787	answer_given	Water’s Solvent Properties Since water is a polar molecule with slightly positive and slightly negative charges, ions and polar molecules can readily dissolve in it. Therefore, water is referred to as a solvent, a substance capable of dissolving other polar molecules and ionic compounds. The charges associated with these molecules will form hydrogen bonds with water, surrounding the particle with water molecules. This is referred to as a sphere of hydration, or a hydration shell, as illustrated in Figure 2.15 and serves to keep the particles separated or dispersed in the water. When ionic compounds are added to water, the individual ions react with the polar regions of the water molecules and their ionic bonds are disrupted in the process of dissociation. Dissociation occurs when atoms or groups of atoms break off from molecules and form ions. Consider table salt (NaCl, or sodium chloride): when NaCl crystals are added to water, the molecules of NaCl dissociate into Na+ and Cl– ions, and spheres of hydration form around the ions, illustrated in Figure 2.15. The positively charged sodium ion is surrounded by the partially negative charge of the water molecule’s oxygen. The negatively charged chloride ion is surrounded by the partially positive charge of the hydrogen on the water molecule.	solvent	What is the term for a substance capable of dissolving other polar molecules and ionic compounds?	mixture	catalyst	distillate
788	ground_truth	The pressure inside a container is dependent on the amount of gas inside the container. If the basketball does not bounce high enough, the official could remedy the situation by using a hand pump and adding more air to the ball. Conversely, if it bounces too high, he could let some air out of the ball.	gas	The pressure inside a container is dependent on the amount of what inside the container?	air	emissions	liquids
788	answer_given	The pressure inside a container is dependent on the amount of gas inside the container. If the basketball does not bounce high enough, the official could remedy the situation by using a hand pump and adding more air to the ball. Conversely, if it bounces too high, he could let some air out of the ball.	gas	The pressure inside a container is dependent on the amount of what inside the container?	liquid	air	water
789	ground_truth	Some seed plants evolved another major adaptation. This was the formation of seeds in flowers. Flowers are plant structures that contain male and/or female reproductive organs.	flowers	What are plant structures that contain male and/or female reproductive organs?	roots	stems	leaves
789	answer_given	Some seed plants evolved another major adaptation. This was the formation of seeds in flowers. Flowers are plant structures that contain male and/or female reproductive organs.	flowers	What are plant structures that contain male and/or female reproductive organs called?	fruits	leaves	stems
790	ground_truth	Each species has a particular way of making a living. This is called its niche . You can see the niche of a lion in Figure below . A lion makes its living by hunting and eating other animals. Each species also has a certain place where it is best suited to live. This is called its habitat . The lion’s habitat is a grassland. Why is a lion better off in a grassland than in a forest?.	niche	Each species has a particular way of making a living which is called its what?	habit	system	life-cycle
790	answer_given	Each species has a particular way of making a living. This is called its niche . You can see the niche of a lion in Figure below . A lion makes its living by hunting and eating other animals. Each species also has a certain place where it is best suited to live. This is called its habitat . The lion’s habitat is a grassland. Why is a lion better off in a grassland than in a forest?.	niche	Each species has a particular way of making a living. this is called its what?	habitat	ecosystem	biome
791	ground_truth	One thing to note about equilibrium is that the reactions do not stop; both the forward reaction and the reverse reaction continue to occur. They both occur at the same rate, so any overall change by one reaction is cancelled by the reverse reaction. We say that chemical equilibrium is dynamic, rather than static. Also, because both reactions are occurring simultaneously, the equilibrium can be written backward. For example, representing an equilibrium as.	dynamic	Both the forward reaction and the reverse reaction continue to occur, so chemical equilibrium is said to be what, rather than static?	abrasive	fluid	stable
791	answer_given	One thing to note about equilibrium is that the reactions do not stop; both the forward reaction and the reverse reaction continue to occur. They both occur at the same rate, so any overall change by one reaction is cancelled by the reverse reaction. We say that chemical equilibrium is dynamic, rather than static. Also, because both reactions are occurring simultaneously, the equilibrium can be written backward. For example, representing an equilibrium as.	dynamic	What type of equilibrium is it?	static	unstable	reversible
792	ground_truth	The Lymphatic System Lymph is the watery fluid that bathes tissues and organs and contains protective white blood cells but does not contain erythrocytes. Lymph moves about the body through the lymphatic system, which is made up of vessels, lymph ducts, lymph glands, and organs, such as tonsils, adenoids, thymus, and spleen. Although the immune system is characterized by circulating cells throughout the body, the regulation, maturation, and intercommunication of immune factors occur at specific sites. The blood circulates immune cells, proteins, and other factors through the body. Approximately 0.1 percent of all cells in the blood are leukocytes, which include monocytes (the precursor of macrophages) and lymphocytes. Most cells in the blood are red blood cells. Cells of the immune system can travel between the distinct lymphatic and blood circulatory systems, which are separated by interstitial space, by a process called extravasation (passing through to surrounding tissue). Recall that cells of the immune system originate from stem cells in the bone marrow. B cell maturation occurs in the bone marrow, whereas progenitor cells migrate from the bone marrow and develop and mature into naïve T cells in the organ called the thymus. On maturation, T and B lymphocytes circulate to various destinations. Lymph nodes scattered throughout the body house large populations of T and B cells, dendritic cells, and macrophages (Figure 17.19). Lymph gathers antigens as it drains from tissues. These antigens then are filtered through lymph nodes before the lymph is returned to circulation. APCs in the lymph nodes capture and process antigens and inform nearby lymphocytes about potential pathogens.	lymph	What is the watery fluid that bathes tissues and organs and contains protective white blood cells but does not contain erythrocytes?	stomach	basil	secretion
792	answer_given	The Lymphatic System Lymph is the watery fluid that bathes tissues and organs and contains protective white blood cells but does not contain erythrocytes. Lymph moves about the body through the lymphatic system, which is made up of vessels, lymph ducts, lymph glands, and organs, such as tonsils, adenoids, thymus, and spleen. Although the immune system is characterized by circulating cells throughout the body, the regulation, maturation, and intercommunication of immune factors occur at specific sites. The blood circulates immune cells, proteins, and other factors through the body. Approximately 0.1 percent of all cells in the blood are leukocytes, which include monocytes (the precursor of macrophages) and lymphocytes. Most cells in the blood are red blood cells. Cells of the immune system can travel between the distinct lymphatic and blood circulatory systems, which are separated by interstitial space, by a process called extravasation (passing through to surrounding tissue). Recall that cells of the immune system originate from stem cells in the bone marrow. B cell maturation occurs in the bone marrow, whereas progenitor cells migrate from the bone marrow and develop and mature into naïve T cells in the organ called the thymus. On maturation, T and B lymphocytes circulate to various destinations. Lymph nodes scattered throughout the body house large populations of T and B cells, dendritic cells, and macrophages (Figure 17.19). Lymph gathers antigens as it drains from tissues. These antigens then are filtered through lymph nodes before the lymph is returned to circulation. APCs in the lymph nodes capture and process antigens and inform nearby lymphocytes about potential pathogens.	lymph	What is the watery fluid that bathes tissues and organs and contains protective white blood cells but does not contain erythrocytes?	plasma	blood	plasma
793	ground_truth	Adult tunicates are barrel-shaped. They have two openings that siphon water into and out of the body. The flow of water provides food for filter feeding. Tunicates reproduce sexually. Each individual produces both male and female gametes. However, they avoid self-fertilization. Tunicates can also reproduce asexually by budding.	two	How many openings do adult tunicates have that siphon water in and out of the body?	three	four	one
793	answer_given	Adult tunicates are barrel-shaped. They have two openings that siphon water into and out of the body. The flow of water provides food for filter feeding. Tunicates reproduce sexually. Each individual produces both male and female gametes. However, they avoid self-fertilization. Tunicates can also reproduce asexually by budding.	two	How many openings does an adult tunicate have?	four	three	one
794	ground_truth	The combined forces acting on an object are called the net force. When forces act in opposite directions, they are subtracted to yield the net force. When they act in the same direction, they are added to yield the net force.	net force	What is the term for the combined forces acting on an object?	total impact	blunt force	critical force
794	answer_given	The combined forces acting on an object are called the net force. When forces act in opposite directions, they are subtracted to yield the net force. When they act in the same direction, they are added to yield the net force.	net force	What is the term for the combined forces acting on an object?	total force	total energy	total momentum
795	ground_truth	The first stage of photosynthesis is called the light reactions. During this stage, light is absorbed and transformed to chemical energy in the bonds of NADPH and ATP. You can follow the process in the Figure below as you read about it below.	light reactions	What is the name of the first stage of photosynthesis?	consumption	absorption	contamination
795	answer_given	The first stage of photosynthesis is called the light reactions. During this stage, light is absorbed and transformed to chemical energy in the bonds of NADPH and ATP. You can follow the process in the Figure below as you read about it below.	light reactions	What is the first stage of photosynthesis called?	dark reactions	light absorption	light emission
796	ground_truth	Birds are endothermic tetrapod vertebrates. They are bipedal, which means they walk on two legs. Birds also lay amniotic eggs, and the eggs have hard, calcium carbonate shells. Although birds are the most recent class of vertebrates to evolve, they are now the most numerous vertebrates on Earth. Why have birds been so successful? What traits allowed them to increase and diversify so rapidly?.	birds	What are endothermic tetrapod vertebrates most commonly called?	insects	reptiles	mammals
796	answer_given	Birds are endothermic tetrapod vertebrates. They are bipedal, which means they walk on two legs. Birds also lay amniotic eggs, and the eggs have hard, calcium carbonate shells. Although birds are the most recent class of vertebrates to evolve, they are now the most numerous vertebrates on Earth. Why have birds been so successful? What traits allowed them to increase and diversify so rapidly?.	birds	What is the most numerous vertebrates on earth?	reptiles	mammals	amphibians
797	ground_truth	It literally jumps by way of a chemical transmitter. Notice the two cells are not connected, but separated by a small gap. The synapse. The space between a neuron and the next cell.	the synapse	What is the space between a neuron and the next cell?	neurotransmitter passage	dendritic gap	cell divide
797	answer_given	It literally jumps by way of a chemical transmitter. Notice the two cells are not connected, but separated by a small gap. The synapse. The space between a neuron and the next cell.	the synapse	What is the space between a neuron and the next cell?	the axon	the dendrite	the gap
798	ground_truth	In the Figure below , we see the structures of some common classes of lipids. Free fatty acids are carboxylic acids that contain long hydrocarbon chains. Saturated fatty acids are alkanes with a single carboxylic acid, whereas unsaturated fatty acids contain one or more C-C double bonds. Fatty acids often form esters with one of the alcohol functional groups on glycerol , a three carbon chain in which each carbon is bonded to one OH group. Triglycerides are common structures, in which all three of these OH groups are esterified with a fatty acid. The three fatty acids in a triglyceride may be the same or different. Another common structure is a phospholipid, in which two of the alcohols in glycerol form esters with fatty acids, and the third is connected to a very polar phosphorus-containing group.	hydrocarbons	Free fatty acids are carboxylic acids that contain long chains of what?	vapors	lipds	particles
798	answer_given	In the Figure below , we see the structures of some common classes of lipids. Free fatty acids are carboxylic acids that contain long hydrocarbon chains. Saturated fatty acids are alkanes with a single carboxylic acid, whereas unsaturated fatty acids contain one or more C-C double bonds. Fatty acids often form esters with one of the alcohol functional groups on glycerol , a three carbon chain in which each carbon is bonded to one OH group. Triglycerides are common structures, in which all three of these OH groups are esterified with a fatty acid. The three fatty acids in a triglyceride may be the same or different. Another common structure is a phospholipid, in which two of the alcohols in glycerol form esters with fatty acids, and the third is connected to a very polar phosphorus-containing group.	hydrocarbons	Free fatty acids are carboxylic acids that contain long chains of what?	proteins	lipids	carbohydrates
799	ground_truth	Macronutrients are nutrients the body needs in relatively large amounts. They include carbohydrates, proteins, lipids, and water.	macronutrients	What do you call nutrients that your body needs in fairly large amounts?	B-complex	super foods	antioxidants
799	answer_given	Macronutrients are nutrients the body needs in relatively large amounts. They include carbohydrates, proteins, lipids, and water.	macronutrients	What are nutrients the body needs in relatively large amounts?	micronutrients	vitamins	minerals
800	ground_truth	In animals, an important function of enzymes is to help digest food. Digestive enzymes speed up reactions that break down large molecules of carbohydrates, proteins, and fats into smaller molecules the body can use. Without digestive enzymes, animals would not be able to break down food molecules quickly enough to provide the energy and nutrients they need to survive.	help digest food	What is the most important function of enzymes in animals?	carry oxygen	transport messages	excrete waste
800	answer_given	In animals, an important function of enzymes is to help digest food. Digestive enzymes speed up reactions that break down large molecules of carbohydrates, proteins, and fats into smaller molecules the body can use. Without digestive enzymes, animals would not be able to break down food molecules quickly enough to provide the energy and nutrients they need to survive.	help digest food	What is the main function of enzymes in animals?	help digest water	help digest air	help digest waste
801	ground_truth	After coming apart from the crystal, the individual ions are then surrounded by solvent particles in a process called solvation . Note that the individual Na + ions are surrounded by water molecules with the oxygen atom oriented near the positive ion. Likewise, the chloride ions are surrounded by water molecules with the opposite orientation. Hydration is the process of solute particles being surrounded by water molecules arranged in a specific manner. Hydration helps to stabilize aqueous solutions by preventing the positive and negative ions from coming back together and forming a precipitate.	solvation	After coming apart from the crystal, the individual ions are then surrounded by solvent particles in a process called what?	osmosis	ionization	hydrolysis
801	answer_given	After coming apart from the crystal, the individual ions are then surrounded by solvent particles in a process called solvation . Note that the individual Na + ions are surrounded by water molecules with the oxygen atom oriented near the positive ion. Likewise, the chloride ions are surrounded by water molecules with the opposite orientation. Hydration is the process of solute particles being surrounded by water molecules arranged in a specific manner. Hydration helps to stabilize aqueous solutions by preventing the positive and negative ions from coming back together and forming a precipitate.	solvation	What is the process of solute particles being surrounded by water molecules called?	diffusion	evaporation	absorption
802	ground_truth	Multiple Voltage Sources There are two voltage sources when a battery charger is used. Voltage sources connected in series are relatively simple. When voltage sources are in series, their internal resistances add and their emfs add algebraically. (See Figure 21.15. ) Series connections of voltage sources are common—for example, in flashlights, toys, and other appliances. Usually, the cells are in series in order to produce a larger total emf. But if the cells oppose one another, such as when one is put into an appliance backward, the total emf is less, since it is the algebraic sum of the individual emfs. A battery is a multiple connection of voltaic cells, as shown in Figure 21.16. The disadvantage of series connections of cells is that their internal resistances add. One of the authors once owned a 1957 MGA that had two 6-V batteries in series, rather than a single 12-V battery. This arrangement produced a large internal resistance that caused him many problems in starting the engine.	voltaic cells	A battery is a multiple connection of what kind of cells?	cabri cells	organic cells	localweather cells
802	answer_given	Multiple Voltage Sources There are two voltage sources when a battery charger is used. Voltage sources connected in series are relatively simple. When voltage sources are in series, their internal resistances add and their emfs add algebraically. (See Figure 21.15. ) Series connections of voltage sources are common—for example, in flashlights, toys, and other appliances. Usually, the cells are in series in order to produce a larger total emf. But if the cells oppose one another, such as when one is put into an appliance backward, the total emf is less, since it is the algebraic sum of the individual emfs. A battery is a multiple connection of voltaic cells, as shown in Figure 21.16. The disadvantage of series connections of cells is that their internal resistances add. One of the authors once owned a 1957 MGA that had two 6-V batteries in series, rather than a single 12-V battery. This arrangement produced a large internal resistance that caused him many problems in starting the engine.	voltaic cells	A battery is a multiple connection of what?	voltaic cells	voltaic plates	voltaic plates
803	ground_truth	Autosomal Dominant Only one mutated allele is needed for a person to be affected by an autosomal dominant disorder . Each affected person usually has one affected parent. There is a 50% chance that a child will inherit the mutated gene. Huntingtons disease, Achondroplasia, Neurofibromatosis 1, Marfan Syndrome, Hereditary nonpolyposis colorectal cancer.	one mutated allele	What is needed for a person to be affected by an autosomal dominant disorder?	extra alleles	one less chromosome	one isolated allele
803	answer_given	Autosomal Dominant Only one mutated allele is needed for a person to be affected by an autosomal dominant disorder . Each affected person usually has one affected parent. There is a 50% chance that a child will inherit the mutated gene. Huntingtons disease, Achondroplasia, Neurofibromatosis 1, Marfan Syndrome, Hereditary nonpolyposis colorectal cancer.	one mutated allele	What is needed for a person to be affected by an autosomal dominant disorder?	one mutated gene	one mutated protein	one mutated enzyme
804	ground_truth	Scientists discovered another way to tell the approximate age of seafloor rocks. The rocks at the mid-ocean ridge crest are nearly sediment free. The crust is also very thin there. With distance from the ridge crest, the sediments and crust get thicker. This also supports the idea that the youngest rocks are on the ridge axis, and that the rocks get older with distance away from the ridge ( Figure below ). This is because the crust is new at the ridge, and so it is thin and has no sediment. The crust gets older away from the ridge crest. It has cooled and has more sediment.	sediment	The rocks athe mid-ocean ridge are nearly free of what?	minerals	scratches	metals
804	answer_given	Scientists discovered another way to tell the approximate age of seafloor rocks. The rocks at the mid-ocean ridge crest are nearly sediment free. The crust is also very thin there. With distance from the ridge crest, the sediments and crust get thicker. This also supports the idea that the youngest rocks are on the ridge axis, and that the rocks get older with distance away from the ridge ( Figure below ). This is because the crust is new at the ridge, and so it is thin and has no sediment. The crust gets older away from the ridge crest. It has cooled and has more sediment.	sediment	Scientists discovered another way to tell the approximate age of seafloor rocks. the rocks at the mid-ocean ridge crest are nearly what?	lava	sand	coral
805	ground_truth	A pulley is a simple machine that consists of a rope and grooved wheel. Single pulleys may be fixed or moveable. Single and moveable pulleys may be combined in a compound pulley. The ideal mechanical advantage of a pulley or compound pulley is always equal to or greater than 1. Fixed pulleys and some compound pulleys also change the direction of the input force.	pulley	What do we call a simple machine that consists of a rope and grooved wheel?	axle	lever	pedal
805	answer_given	A pulley is a simple machine that consists of a rope and grooved wheel. Single pulleys may be fixed or moveable. Single and moveable pulleys may be combined in a compound pulley. The ideal mechanical advantage of a pulley or compound pulley is always equal to or greater than 1. Fixed pulleys and some compound pulleys also change the direction of the input force.	pulley	What is a simple machine that consists of a rope and grooved wheel?	lever	wheel	screw
806	ground_truth	Antioxidants are important for the health of a cell. An antioxidant is a molecule that inhibits the oxidation of other molecules. Oxidation is a chemical reaction that transfers electrons or hydrogen from a substance to an oxidizing agent, producing free radicals in the process. These free radicals initiate a chain reaction in the cell that can cause cell damage, or can lead to cell death. Antioxidants prevent these chain reactions from even initiating.	antioxidants	What do you call health-promoting molecules that inhibit the oxidation of other molecules?	neurotransmitters	nutrients	hormones
806	answer_given	Antioxidants are important for the health of a cell. An antioxidant is a molecule that inhibits the oxidation of other molecules. Oxidation is a chemical reaction that transfers electrons or hydrogen from a substance to an oxidizing agent, producing free radicals in the process. These free radicals initiate a chain reaction in the cell that can cause cell damage, or can lead to cell death. Antioxidants prevent these chain reactions from even initiating.	antioxidants	What are molecules that inhibit the oxidation of other molecules called?	antibodies	enzymes	hormones
807	ground_truth	In a correctly balanced equation, all coefficients must be whole numbers. However, the use of fractions can be helpful as a way of finding the correct coefficients. If all atoms in an equation are balanced but some have fractional coefficients, multiply all coefficients in the entire equation (including those not explicitly written!) by the lowest common denominator to get the final balanced equation.	whole	In a correctly balanced equation, all coefficients must be what kind of numbers?	prime	negative	fractional
807	answer_given	In a correctly balanced equation, all coefficients must be whole numbers. However, the use of fractions can be helpful as a way of finding the correct coefficients. If all atoms in an equation are balanced but some have fractional coefficients, multiply all coefficients in the entire equation (including those not explicitly written!) by the lowest common denominator to get the final balanced equation.	whole	In a correctly balanced equation, all coefficients must be what?	odd	fractional	even
808	ground_truth	Some nonmetals, such as bromine, have an outer energy level that is almost full. They "want" to gain electrons so they will have a full outer energy level. As a result, these nonmetals are very reactive. Because they only accept electrons and do not give them up, they do not conduct electricity.	electricity conductors	Highly reactive nonmetals, which only accept electrons and do not give them up, make poor what?	alloys	insulators	electromagnets
808	answer_given	Some nonmetals, such as bromine, have an outer energy level that is almost full. They "want" to gain electrons so they will have a full outer energy level. As a result, these nonmetals are very reactive. Because they only accept electrons and do not give them up, they do not conduct electricity.	electricity conductors	Because they only accept electrons and do not give them up, nonmetals are what type of conductors?	light conductors	heat conductors	sound conductors
809	ground_truth	As scientists learned more about heredity - the passing of traits from parents to offspring - over the next few decades, they were able to describe Mendel’s ideas about inheritance in terms of genes. In this way, the field of genetics was born. At the link that follows, you can watch an animation of Mendel explaining his laws of inheritance in genetic terms. http://www. dnalc. org/view/16182-Animation-4-Some-genes-are-dominant-. html.	heredity	What is the passing of traits from parents to offspring called?	variability	cell division	mutation
809	answer_given	As scientists learned more about heredity - the passing of traits from parents to offspring - over the next few decades, they were able to describe Mendel’s ideas about inheritance in terms of genes. In this way, the field of genetics was born. At the link that follows, you can watch an animation of Mendel explaining his laws of inheritance in genetic terms. http://www. dnalc. org/view/16182-Animation-4-Some-genes-are-dominant-. html.	heredity	Mendel's laws of inheritance are based on what?	evolution	genetics	biology
810	ground_truth	The most important source of electromagnetic waves on Earth is the sun. Many other sources of electromagnetic waves depend on technology.	the sun	What is the most important source of electromagnetic waves on earth?	clouds	the ocean	the moon
810	answer_given	The most important source of electromagnetic waves on Earth is the sun. Many other sources of electromagnetic waves depend on technology.	the sun	What is the most important source of electromagnetic waves on earth?	the moon	the wind	the stars
811	ground_truth	Greenhouse gases trap heat in the troposphere. Some greenhouse gases can trap more heat than others.	troposphere	Which part of the atmosphere do greenhouse gasses trap heat in?	thermosphere	lithosphere	stratosphere
811	answer_given	Greenhouse gases trap heat in the troposphere. Some greenhouse gases can trap more heat than others.	troposphere	Greenhouse gases trap heat in what layer of the atmosphere?	stratosphere	ionosphere	thermosphere
812	ground_truth	Eutherians are the most widespread of the mammals, occurring throughout the world. There are 18 to 20 orders of placental mammals. Some examples are Insectivora, the insect eaters; Edentata, the toothless anteaters; Rodentia, the rodents; Cetacea, the aquatic mammals including whales; Carnivora, carnivorous mammals including dogs, cats, and bears; and Primates, which includes humans. Eutherian mammals are sometimes called placental mammals because all species possess a complex placenta that connects a fetus to the mother, allowing for gas, fluid, and nutrient exchange. While other mammals possess a less complex placenta or briefly have a placenta, all eutherians possess a complex placenta during gestation.	complex placenta	How are the fetuses of eutherian mammals connected to their mothers during gestation?	visual placenta	altered placenta	Movement Placenta
812	answer_given	Eutherians are the most widespread of the mammals, occurring throughout the world. There are 18 to 20 orders of placental mammals. Some examples are Insectivora, the insect eaters; Edentata, the toothless anteaters; Rodentia, the rodents; Cetacea, the aquatic mammals including whales; Carnivora, carnivorous mammals including dogs, cats, and bears; and Primates, which includes humans. Eutherian mammals are sometimes called placental mammals because all species possess a complex placenta that connects a fetus to the mother, allowing for gas, fluid, and nutrient exchange. While other mammals possess a less complex placenta or briefly have a placenta, all eutherians possess a complex placenta during gestation.	complex placenta	What do eutherian mammals possess that other mammals do not?	simple placenta	simple placenta	complex placenta
813	ground_truth	Vivipary refers to the development and nourishment of an embryo within the mother’s body. Birth may be followed by a period of parental care of the offspring. This reproductive strategy occurs in almost all mammals.	embryo	Vivipary refers to the development and nourishment of a what?	seed	egg	nucleus
813	answer_given	Vivipary refers to the development and nourishment of an embryo within the mother’s body. Birth may be followed by a period of parental care of the offspring. This reproductive strategy occurs in almost all mammals.	embryo	What does vivipary refer to the development and nourishment of?	fetal	larva	egg
814	ground_truth	Red blood cells (RBCs) are flattened, disk-shaped cells that carry oxygen. They are the most common blood cell in the blood. There are about 4 to 6 million RBCs per cubic millimeter of blood. Each RBC has about 200 million molecules of hemoglobin. Hemoglobin is the protein that carries oxygen. Hemoglobin also gives the red blood cells their red color.	red blood cells	What are the flattened, disk-shaped cells in blood that carry oxygen?	plasma	platlets	white blood cells
814	answer_given	Red blood cells (RBCs) are flattened, disk-shaped cells that carry oxygen. They are the most common blood cell in the blood. There are about 4 to 6 million RBCs per cubic millimeter of blood. Each RBC has about 200 million molecules of hemoglobin. Hemoglobin is the protein that carries oxygen. Hemoglobin also gives the red blood cells their red color.	red blood cells	What are the most common blood cells in the blood?	white blood cells	platelets	plasma
815	ground_truth	matter in the universe that does not emit light.	dark matter	What is matter in the universe that does not emit light called?	cold matter	hidden matter	black matter
815	answer_given	matter in the universe that does not emit light.	dark matter	What is the term for matter in the universe that does not emit light?	dark energy	dark matter	dark matter
816	ground_truth	Air includes many tiny particles. The particulates may consist of dust, soil, salt, smoke, or ash. Some particulates pollute the air and may make it unhealthy to breathe. But having particles in the air is very important. Tiny particles are needed for water vapor to condense on. Without particles, water vapor could not condense. Then clouds could not form, and Earth would have no rain.	condense	Without particles, water vapor could not do what?	dissipate	dilute	evaporate
816	answer_given	Air includes many tiny particles. The particulates may consist of dust, soil, salt, smoke, or ash. Some particulates pollute the air and may make it unhealthy to breathe. But having particles in the air is very important. Tiny particles are needed for water vapor to condense on. Without particles, water vapor could not condense. Then clouds could not form, and Earth would have no rain.	condense	Tiny particles are needed for water vapor to do what?	evaporate	explode	dissolve
